periode;maindealercode;maindealername;soff;sales_to_ahass;quantityinunitofentry;unrestricteduse;targetsalesamic;bufferstock
44913;L01;ASTRA MOTOR YOGYAKARTA;H360;9262;1642;8878;9248;2787
44173;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8189;9067;5459;1489;3881
44349;R5Z;ASTRA MOTOR SAMARINDA;H800;9008;2558;5832;3491;9294
42485;Z11;ASTRA MOTOR JAYAPURA;H790;1246;2046;2591;8706;5259
44481;K0Z;ASTRA MOTOR SEMARANG;H350;798;46;5144;3854;9533
45213;N01;ASTRA MOTOR DENPASAR;H540;371;1420;2738;6454;1976
42762;G02;ASTRA MOTOR BENGKULU;H650;5485;5725;2322;7592;191
43465;N02;ASTRA MOTOR MATARAM;H530;5916;6686;8597;703;9890
44571;G01;ASTRA MOTOR PALEMBANG;H600;9639;3976;3658;6062;1097
44593;W01;ASTRA MOTOR MAKASSAR;H760;3805;7968;8276;1694;2566
44264;G01;ASTRA MOTOR PALEMBANG;H600;1384;2657;2812;2592;4716
44776;N02;ASTRA MOTOR MATARAM;H530;8155;3199;6561;488;4629
42565;Q01;ASTRA MOTOR PONTIANAK;H720;8831;9112;1506;3997;6926
43542;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4081;3763;9811;2950;2058
45183;W01;ASTRA MOTOR MAKASSAR;H760;7911;8171;3458;131;2423
43505;R5Z;ASTRA MOTOR SAMARINDA;H800;9071;8150;2440;7950;6591
44283;G01;ASTRA MOTOR PALEMBANG;H600;4870;6509;5324;5553;1081
43885;L01;ASTRA MOTOR YOGYAKARTA;H360;6176;8793;5337;451;9587
42481;R5Z;ASTRA MOTOR SAMARINDA;H800;3492;3256;8021;6866;5871
42490;W01;ASTRA MOTOR MAKASSAR;H760;6671;1767;8833;7839;9217
42320;Z11;ASTRA MOTOR JAYAPURA;H790;6347;4490;8602;7873;6276
44955;K0Z;ASTRA MOTOR SEMARANG;H350;4427;6028;7928;9574;1871
42953;R5Z;ASTRA MOTOR SAMARINDA;H800;3980;458;1070;8553;7544
42770;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5547;2058;2720;7458;8278
44214;Q01;ASTRA MOTOR PONTIANAK;H720;3860;1010;64;6701;5169
42928;G02;ASTRA MOTOR BENGKULU;H650;756;5277;3210;8589;6126
43114;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2438;1006;8808;9631;4534
43111;N01;ASTRA MOTOR DENPASAR;H540;1658;8897;2522;9739;9824
43896;N02;ASTRA MOTOR MATARAM;H530;283;2404;2124;3755;8887
44531;L01;ASTRA MOTOR YOGYAKARTA;H360;3449;8613;2562;3831;9070
42857;K0Z;ASTRA MOTOR SEMARANG;H350;1204;4627;8032;2314;2124
42132;G02;ASTRA MOTOR BENGKULU;H650;9928;8828;8844;5073;7676
44456;G01;ASTRA MOTOR PALEMBANG;H600;399;4103;6474;6307;2473
42613;K0Z;ASTRA MOTOR SEMARANG;H350;6516;5156;8451;62;8156
43793;L01;ASTRA MOTOR YOGYAKARTA;H360;7312;1219;3984;8922;9463
42164;Z11;ASTRA MOTOR JAYAPURA;H790;8532;349;1244;1025;5700
44583;N02;ASTRA MOTOR MATARAM;H530;3517;7013;9964;9152;7705
43941;Q01;ASTRA MOTOR PONTIANAK;H720;6714;254;1564;4435;848
42761;L01;ASTRA MOTOR YOGYAKARTA;H360;7641;4776;8196;895;3361
42333;G02;ASTRA MOTOR BENGKULU;H650;4162;4067;4124;6776;9238
45181;G02;ASTRA MOTOR BENGKULU;H650;3720;6132;4276;6816;1796
44169;R5Z;ASTRA MOTOR SAMARINDA;H800;9500;463;4213;9991;6269
44377;K0Z;ASTRA MOTOR SEMARANG;H350;4317;1311;5748;1818;1338
42244;G01;ASTRA MOTOR PALEMBANG;H600;68;5154;5366;2616;411
43180;G01;ASTRA MOTOR PALEMBANG;H600;6061;6958;6576;4245;5898
42476;W01;ASTRA MOTOR MAKASSAR;H760;2461;781;6843;6095;4546
43711;G01;ASTRA MOTOR PALEMBANG;H600;6659;80;4144;3079;8759
45048;N02;ASTRA MOTOR MATARAM;H530;337;5355;5045;229;4681
44276;K0Z;ASTRA MOTOR SEMARANG;H350;283;7017;4645;8744;3213
42400;G01;ASTRA MOTOR PALEMBANG;H600;4318;8598;1152;6730;3829
42294;N01;ASTRA MOTOR DENPASAR;H540;1550;1550;8145;7528;1428
44387;G01;ASTRA MOTOR PALEMBANG;H600;8461;3331;6907;3596;605
44915;K0Z;ASTRA MOTOR SEMARANG;H350;363;1400;2668;2346;7957
43722;W01;ASTRA MOTOR MAKASSAR;H760;7504;9546;8914;8712;9128
42286;G02;ASTRA MOTOR BENGKULU;H650;7632;4335;5231;3538;3448
43711;N01;ASTRA MOTOR DENPASAR;H540;8995;8128;182;2407;2605
43093;L01;ASTRA MOTOR YOGYAKARTA;H360;697;5938;3046;5692;5786
44588;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6524;5354;6355;9493;8938
43128;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6628;9384;2661;2034;801
44045;K0Z;ASTRA MOTOR SEMARANG;H350;323;9405;7796;45;6929
42738;G01;ASTRA MOTOR PALEMBANG;H600;9475;69;7878;670;7033
43692;R5Z;ASTRA MOTOR SAMARINDA;H800;2532;3456;7866;5173;5740
45004;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2056;6187;4675;2124;4529
42095;N01;ASTRA MOTOR DENPASAR;H540;4691;2463;3632;5976;4229
45010;Z11;ASTRA MOTOR JAYAPURA;H790;5494;7019;4001;7749;3280
44240;N02;ASTRA MOTOR MATARAM;H530;1050;524;4461;120;3369
42314;L01;ASTRA MOTOR YOGYAKARTA;H360;905;4640;784;9632;515
45009;G01;ASTRA MOTOR PALEMBANG;H600;6460;5031;8922;5294;2918
43066;G02;ASTRA MOTOR BENGKULU;H650;4573;2582;9958;3001;1816
42256;N02;ASTRA MOTOR MATARAM;H530;3626;5724;9765;9137;3756
44859;G01;ASTRA MOTOR PALEMBANG;H600;3820;7228;6423;5497;8010
42554;W01;ASTRA MOTOR MAKASSAR;H760;4945;5338;86;8216;3667
45139;R5Z;ASTRA MOTOR SAMARINDA;H800;6735;1262;933;5845;7616
43930;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5429;8332;4217;6457;4052
42993;G01;ASTRA MOTOR PALEMBANG;H600;6816;2524;7114;8121;1206
43493;N02;ASTRA MOTOR MATARAM;H530;9168;4466;6764;9620;7048
43344;N01;ASTRA MOTOR DENPASAR;H540;3319;3199;6872;6533;7109
43736;L01;ASTRA MOTOR YOGYAKARTA;H360;5131;5494;739;4936;8770
43231;L01;ASTRA MOTOR YOGYAKARTA;H360;2494;5266;8537;2487;780
42706;G02;ASTRA MOTOR BENGKULU;H650;8633;9716;206;3218;1546
42910;Z11;ASTRA MOTOR JAYAPURA;H790;2479;8070;3786;5768;1846
44357;L01;ASTRA MOTOR YOGYAKARTA;H360;1979;7758;9101;4658;3252
45123;K0Z;ASTRA MOTOR SEMARANG;H350;3810;8102;9820;9616;6810
43269;R5Z;ASTRA MOTOR SAMARINDA;H800;5556;7223;82;3494;577
44728;K0Z;ASTRA MOTOR SEMARANG;H350;4254;1630;144;7520;2965
44504;Q01;ASTRA MOTOR PONTIANAK;H720;8939;1703;2716;3319;8031
43584;R4Z;ASTRA MOTOR BALIKPAPAN;H700;762;3396;4920;949;339
43942;Z11;ASTRA MOTOR JAYAPURA;H790;2408;3067;6756;3265;1313
42158;L01;ASTRA MOTOR YOGYAKARTA;H360;8300;2346;3522;8934;7759
44909;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4209;133;9718;6317;3989
42449;K0Z;ASTRA MOTOR SEMARANG;H350;9451;7792;9820;1705;3712
43297;R5Z;ASTRA MOTOR SAMARINDA;H800;7836;973;2349;6126;1219
44952;K0Z;ASTRA MOTOR SEMARANG;H350;7216;4579;4547;6827;7236
44251;N01;ASTRA MOTOR DENPASAR;H540;1282;8808;4620;7197;2490
43567;Z11;ASTRA MOTOR JAYAPURA;H790;6200;7196;3859;6542;9800
43396;R5Z;ASTRA MOTOR SAMARINDA;H800;8989;8012;2329;2240;3383
44156;R5Z;ASTRA MOTOR SAMARINDA;H800;6600;2060;1743;3050;7252
43662;G02;ASTRA MOTOR BENGKULU;H650;1168;6645;4152;837;8879
44331;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2226;8816;2306;824;5932
44700;Z11;ASTRA MOTOR JAYAPURA;H790;634;8641;2022;7955;8573
43794;W01;ASTRA MOTOR MAKASSAR;H760;4687;3419;4037;4801;9937
45247;L01;ASTRA MOTOR YOGYAKARTA;H360;6184;5017;9739;6599;8772
42418;N02;ASTRA MOTOR MATARAM;H530;1315;9621;6686;9903;5017
42919;N01;ASTRA MOTOR DENPASAR;H540;9674;1686;640;9361;4598
44899;G02;ASTRA MOTOR BENGKULU;H650;4627;1506;7134;8495;5666
43394;G02;ASTRA MOTOR BENGKULU;H650;9514;7451;1236;4824;1
44057;Q01;ASTRA MOTOR PONTIANAK;H720;4091;8239;6977;5280;5116
42278;K0Z;ASTRA MOTOR SEMARANG;H350;2674;6237;2517;1367;3626
42528;N01;ASTRA MOTOR DENPASAR;H540;8735;6939;939;2038;3215
45070;R5Z;ASTRA MOTOR SAMARINDA;H800;1692;3774;751;265;5588
43297;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5265;8334;5386;3337;6029
42346;N02;ASTRA MOTOR MATARAM;H530;5399;6667;2714;9344;6439
44704;N01;ASTRA MOTOR DENPASAR;H540;8047;5940;4246;8024;4218
42356;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3044;5608;7137;9069;9209
42170;L01;ASTRA MOTOR YOGYAKARTA;H360;5890;2222;7997;5122;8991
43546;Z11;ASTRA MOTOR JAYAPURA;H790;2049;5087;1178;4130;4189
43181;L01;ASTRA MOTOR YOGYAKARTA;H360;1989;9913;4635;586;6888
42462;N02;ASTRA MOTOR MATARAM;H530;3181;6197;7958;7195;8091
43140;G01;ASTRA MOTOR PALEMBANG;H600;6949;3669;6951;6085;8212
42550;L01;ASTRA MOTOR YOGYAKARTA;H360;1885;9405;6734;4171;967
44538;N02;ASTRA MOTOR MATARAM;H530;4615;4998;9022;2113;1309
44995;W01;ASTRA MOTOR MAKASSAR;H760;9737;6380;1828;9748;1861
43909;N01;ASTRA MOTOR DENPASAR;H540;6291;6664;5171;1358;6264
44737;N02;ASTRA MOTOR MATARAM;H530;4455;1303;5680;3861;1823
44847;N02;ASTRA MOTOR MATARAM;H530;1322;7738;2574;709;2645
42880;K0Z;ASTRA MOTOR SEMARANG;H350;7820;6187;9514;3219;2534
42784;N01;ASTRA MOTOR DENPASAR;H540;523;8816;4266;8021;7213
45131;W01;ASTRA MOTOR MAKASSAR;H760;612;4099;8737;6629;8434
44807;Z11;ASTRA MOTOR JAYAPURA;H790;6219;7947;4430;1561;9645
42109;L01;ASTRA MOTOR YOGYAKARTA;H360;9991;1730;7410;7593;6384
43977;L01;ASTRA MOTOR YOGYAKARTA;H360;4361;1097;9680;4663;2127
44089;N02;ASTRA MOTOR MATARAM;H530;8336;1345;5009;5370;9601
43769;W01;ASTRA MOTOR MAKASSAR;H760;7722;5268;528;2108;6669
42554;R5Z;ASTRA MOTOR SAMARINDA;H800;4508;9085;4842;4686;1955
44806;L01;ASTRA MOTOR YOGYAKARTA;H360;7311;561;4414;1218;3925
42738;N01;ASTRA MOTOR DENPASAR;H540;9748;826;4126;24;4536
43864;L01;ASTRA MOTOR YOGYAKARTA;H360;7937;5952;642;2882;7192
44636;Q01;ASTRA MOTOR PONTIANAK;H720;3252;4743;9289;2763;2260
44118;G01;ASTRA MOTOR PALEMBANG;H600;4941;3542;738;255;1996
44155;Q01;ASTRA MOTOR PONTIANAK;H720;973;7022;1568;5447;414
44123;L01;ASTRA MOTOR YOGYAKARTA;H360;4870;3974;8527;9685;4828
42494;K0Z;ASTRA MOTOR SEMARANG;H350;4230;6696;9997;6706;1520
42576;L01;ASTRA MOTOR YOGYAKARTA;H360;1500;9498;6351;5018;8431
43226;G02;ASTRA MOTOR BENGKULU;H650;9307;1908;1259;2149;2139
42328;L01;ASTRA MOTOR YOGYAKARTA;H360;2699;8842;5895;5827;394
42454;G01;ASTRA MOTOR PALEMBANG;H600;4870;293;9379;8997;8125
43697;K0Z;ASTRA MOTOR SEMARANG;H350;3576;4561;5315;2412;1017
42798;N01;ASTRA MOTOR DENPASAR;H540;9963;6049;7935;1434;9563
44852;Q01;ASTRA MOTOR PONTIANAK;H720;1914;3455;3649;4540;9050
44249;K0Z;ASTRA MOTOR SEMARANG;H350;7366;6557;2195;6966;6780
44171;K0Z;ASTRA MOTOR SEMARANG;H350;3660;5637;6946;9162;8479
44349;K0Z;ASTRA MOTOR SEMARANG;H350;4699;3986;418;9907;672
44849;G01;ASTRA MOTOR PALEMBANG;H600;9484;4177;4131;8428;1156
45050;R5Z;ASTRA MOTOR SAMARINDA;H800;4644;7578;1474;8498;5317
43298;K0Z;ASTRA MOTOR SEMARANG;H350;7410;9621;4937;5036;2585
45074;N01;ASTRA MOTOR DENPASAR;H540;7609;6042;4216;5946;5976
43343;W01;ASTRA MOTOR MAKASSAR;H760;4299;2298;8757;4607;4180
44542;N02;ASTRA MOTOR MATARAM;H530;4782;1979;5082;8797;7004
44206;Z11;ASTRA MOTOR JAYAPURA;H790;7893;9951;4534;3779;8269
42048;Q01;ASTRA MOTOR PONTIANAK;H720;6353;1965;4873;9667;6357
43628;G01;ASTRA MOTOR PALEMBANG;H600;2868;9488;3848;5295;7432
45003;Q01;ASTRA MOTOR PONTIANAK;H720;5900;6830;1057;7132;9962
44848;N02;ASTRA MOTOR MATARAM;H530;2902;7960;6815;9295;9683
43884;N01;ASTRA MOTOR DENPASAR;H540;3511;1900;2326;7176;525
44839;R5Z;ASTRA MOTOR SAMARINDA;H800;4236;6340;4543;1701;8373
45217;G02;ASTRA MOTOR BENGKULU;H650;4968;1917;8531;8416;1470
45198;Q01;ASTRA MOTOR PONTIANAK;H720;3488;4910;3946;5301;4031
42809;G01;ASTRA MOTOR PALEMBANG;H600;8506;5073;4777;7315;1173
45158;G02;ASTRA MOTOR BENGKULU;H650;3222;1602;3611;9736;7580
42470;R5Z;ASTRA MOTOR SAMARINDA;H800;9950;1971;8949;995;4164
43423;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1811;1836;6183;2937;7887
43549;L01;ASTRA MOTOR YOGYAKARTA;H360;1758;3732;2752;2407;2407
43975;G02;ASTRA MOTOR BENGKULU;H650;1784;223;4968;9802;9767
45164;L01;ASTRA MOTOR YOGYAKARTA;H360;1453;1953;6459;7796;914
45154;G02;ASTRA MOTOR BENGKULU;H650;8555;1647;4013;9865;4737
42218;N02;ASTRA MOTOR MATARAM;H530;589;9951;7227;9715;4786
43284;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9278;5150;912;4610;9641
42930;W01;ASTRA MOTOR MAKASSAR;H760;6001;8698;5090;1317;7199
42894;N02;ASTRA MOTOR MATARAM;H530;2452;3230;9227;26;867
42656;R5Z;ASTRA MOTOR SAMARINDA;H800;1926;4716;9477;4164;6381
44316;L01;ASTRA MOTOR YOGYAKARTA;H360;6465;2891;4277;5378;2897
45078;G02;ASTRA MOTOR BENGKULU;H650;4729;9909;6152;5877;5949
43111;G02;ASTRA MOTOR BENGKULU;H650;3325;4774;4585;4448;6621
42665;W01;ASTRA MOTOR MAKASSAR;H760;6919;8166;2210;7476;4115
42295;N02;ASTRA MOTOR MATARAM;H530;4876;9971;4058;4546;6474
42505;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2523;3556;1688;6315;2739
44923;K0Z;ASTRA MOTOR SEMARANG;H350;4132;5453;5582;2037;6544
45134;G01;ASTRA MOTOR PALEMBANG;H600;301;4721;2578;8364;4851
42661;N01;ASTRA MOTOR DENPASAR;H540;9272;3302;9047;7170;5690
44607;K0Z;ASTRA MOTOR SEMARANG;H350;6008;8783;2462;5212;3551
43698;L01;ASTRA MOTOR YOGYAKARTA;H360;8597;9028;3140;9408;2384
43299;G01;ASTRA MOTOR PALEMBANG;H600;2004;6257;6751;4804;1315
42036;N02;ASTRA MOTOR MATARAM;H530;4232;2458;9554;2037;606
42701;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2062;5517;5568;9602;7052
42144;G01;ASTRA MOTOR PALEMBANG;H600;8239;4168;8960;6069;3413
44548;L01;ASTRA MOTOR YOGYAKARTA;H360;3759;5531;6017;7354;9104
42094;R5Z;ASTRA MOTOR SAMARINDA;H800;9838;8288;8188;6442;2331
44743;K0Z;ASTRA MOTOR SEMARANG;H350;1886;3038;3480;4831;8329
43550;Z11;ASTRA MOTOR JAYAPURA;H790;9823;3938;7137;1318;3607
42615;W01;ASTRA MOTOR MAKASSAR;H760;2716;2341;3661;2233;458
44984;G02;ASTRA MOTOR BENGKULU;H650;5536;1367;9830;3304;6583
42110;Q01;ASTRA MOTOR PONTIANAK;H720;1188;4487;248;5616;7399
44995;K0Z;ASTRA MOTOR SEMARANG;H350;373;6587;5342;4637;8024
42958;G01;ASTRA MOTOR PALEMBANG;H600;3207;3839;3538;3430;8029
44233;L01;ASTRA MOTOR YOGYAKARTA;H360;3482;6612;7527;8588;7768
42705;W01;ASTRA MOTOR MAKASSAR;H760;7788;4410;4551;4621;3624
44905;N01;ASTRA MOTOR DENPASAR;H540;9833;7413;6838;5921;6251
42378;Q01;ASTRA MOTOR PONTIANAK;H720;1785;4475;1404;3733;314
43426;Z11;ASTRA MOTOR JAYAPURA;H790;4707;2818;439;8448;3545
44393;G02;ASTRA MOTOR BENGKULU;H650;5132;3757;7275;8311;6296
44842;Q01;ASTRA MOTOR PONTIANAK;H720;2540;5192;4825;4688;801
44492;N02;ASTRA MOTOR MATARAM;H530;4778;7761;1013;8858;3790
43689;N02;ASTRA MOTOR MATARAM;H530;8378;9098;5379;9210;4051
43044;L01;ASTRA MOTOR YOGYAKARTA;H360;8111;9177;2503;5083;4775
44034;W01;ASTRA MOTOR MAKASSAR;H760;1716;6633;4752;2457;9101
42794;G02;ASTRA MOTOR BENGKULU;H650;8108;9397;8020;846;7211
43802;Z11;ASTRA MOTOR JAYAPURA;H790;8286;9263;5409;5791;104
45134;N02;ASTRA MOTOR MATARAM;H530;4517;8707;8078;2945;1565
42428;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4367;1337;6750;5464;5838
42333;G02;ASTRA MOTOR BENGKULU;H650;1309;5961;9255;2397;4273
42615;Q01;ASTRA MOTOR PONTIANAK;H720;3136;7896;2537;7772;1637
44260;G01;ASTRA MOTOR PALEMBANG;H600;4894;1082;8083;4359;7270
44370;R5Z;ASTRA MOTOR SAMARINDA;H800;3660;2707;6116;3859;8304
44338;N01;ASTRA MOTOR DENPASAR;H540;1850;8956;8872;6965;2464
42011;W01;ASTRA MOTOR MAKASSAR;H760;393;7058;2323;2292;7020
44815;W01;ASTRA MOTOR MAKASSAR;H760;1195;2418;5336;229;1122
43913;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4513;8454;6395;1101;1590
44041;G02;ASTRA MOTOR BENGKULU;H650;4326;4532;2668;3057;9382
42494;Q01;ASTRA MOTOR PONTIANAK;H720;2274;8083;1344;3492;7134
42286;W01;ASTRA MOTOR MAKASSAR;H760;7699;98;402;530;9290
45099;G02;ASTRA MOTOR BENGKULU;H650;865;2512;7127;3890;3195
43209;Q01;ASTRA MOTOR PONTIANAK;H720;9985;1439;5161;4424;6606
45072;K0Z;ASTRA MOTOR SEMARANG;H350;9704;7950;9932;3362;3795
44670;K0Z;ASTRA MOTOR SEMARANG;H350;5139;5936;5;1034;1857
44106;N01;ASTRA MOTOR DENPASAR;H540;342;9967;8072;5247;525
43534;G02;ASTRA MOTOR BENGKULU;H650;1209;7277;4334;1193;4504
42538;Z11;ASTRA MOTOR JAYAPURA;H790;4202;5488;2903;2813;9835
44877;N02;ASTRA MOTOR MATARAM;H530;3742;7053;951;2950;7033
44721;G01;ASTRA MOTOR PALEMBANG;H600;1328;333;4504;9353;4224
45085;N01;ASTRA MOTOR DENPASAR;H540;1233;8360;8669;7118;8194
43784;Z11;ASTRA MOTOR JAYAPURA;H790;2799;1297;8492;8039;4598
44460;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3900;8178;3188;5431;927
43244;R5Z;ASTRA MOTOR SAMARINDA;H800;7617;8546;7763;5221;83
42756;Q01;ASTRA MOTOR PONTIANAK;H720;9703;6969;8844;7850;1824
44512;W01;ASTRA MOTOR MAKASSAR;H760;8916;7432;9870;4956;2355
44468;R5Z;ASTRA MOTOR SAMARINDA;H800;925;2159;1408;8144;4923
43854;G02;ASTRA MOTOR BENGKULU;H650;621;72;3586;6797;1053
42669;N02;ASTRA MOTOR MATARAM;H530;3536;3166;2246;6592;9504
42370;N02;ASTRA MOTOR MATARAM;H530;8945;8671;2768;8217;8530
42595;G02;ASTRA MOTOR BENGKULU;H650;8811;6699;3835;6241;9122
44400;N01;ASTRA MOTOR DENPASAR;H540;8145;4239;5622;2941;5799
45042;Z11;ASTRA MOTOR JAYAPURA;H790;611;1293;4883;7148;8382
43927;N02;ASTRA MOTOR MATARAM;H530;3775;1125;7982;9375;6206
43061;K0Z;ASTRA MOTOR SEMARANG;H350;3594;9593;5775;4333;2460
43248;L01;ASTRA MOTOR YOGYAKARTA;H360;3034;9853;7287;6711;6425
43678;G01;ASTRA MOTOR PALEMBANG;H600;661;9116;2319;4581;180
43702;G02;ASTRA MOTOR BENGKULU;H650;8012;2497;8704;369;8905
44516;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5889;5729;421;5475;949
43722;N01;ASTRA MOTOR DENPASAR;H540;291;7812;6647;182;5355
44396;L01;ASTRA MOTOR YOGYAKARTA;H360;1443;1520;8836;8725;8183
42720;K0Z;ASTRA MOTOR SEMARANG;H350;1999;4477;9073;4131;4422
43427;G01;ASTRA MOTOR PALEMBANG;H600;6621;9108;3443;8775;9576
43625;W01;ASTRA MOTOR MAKASSAR;H760;5219;774;7689;5204;3424
42696;R5Z;ASTRA MOTOR SAMARINDA;H800;918;4525;8328;6494;7212
44938;Z11;ASTRA MOTOR JAYAPURA;H790;5237;8305;6783;9392;8001
43372;Q01;ASTRA MOTOR PONTIANAK;H720;9160;8034;9576;5366;3193
44571;K0Z;ASTRA MOTOR SEMARANG;H350;1808;5986;9002;787;129
43924;R5Z;ASTRA MOTOR SAMARINDA;H800;2300;2003;3228;9347;7690
42592;R5Z;ASTRA MOTOR SAMARINDA;H800;8236;4722;7634;2849;6579
42617;Z11;ASTRA MOTOR JAYAPURA;H790;5426;2207;8663;3747;8936
42665;R5Z;ASTRA MOTOR SAMARINDA;H800;3432;4609;13;3328;7824
44445;K0Z;ASTRA MOTOR SEMARANG;H350;8714;3779;3379;5005;2530
45006;K0Z;ASTRA MOTOR SEMARANG;H350;5615;217;4172;748;6704
43504;Z11;ASTRA MOTOR JAYAPURA;H790;1383;4092;8769;1520;8230
42281;N01;ASTRA MOTOR DENPASAR;H540;1973;4239;3316;8215;6663
43959;R5Z;ASTRA MOTOR SAMARINDA;H800;6623;3959;8945;9546;8006
42370;N01;ASTRA MOTOR DENPASAR;H540;1350;8873;3035;6558;6806
44586;W01;ASTRA MOTOR MAKASSAR;H760;5671;1673;6664;6591;6984
45076;Q01;ASTRA MOTOR PONTIANAK;H720;8478;1221;9972;6271;2778
42093;Z11;ASTRA MOTOR JAYAPURA;H790;8131;9564;9937;7219;8188
43798;L01;ASTRA MOTOR YOGYAKARTA;H360;881;9971;4319;6599;3119
44389;G01;ASTRA MOTOR PALEMBANG;H600;1613;1389;6479;5696;5772
42854;Z11;ASTRA MOTOR JAYAPURA;H790;7733;7584;6573;7497;8518
43699;Q01;ASTRA MOTOR PONTIANAK;H720;9597;5349;3164;7471;775
42336;R5Z;ASTRA MOTOR SAMARINDA;H800;8446;434;5921;8703;7755
44484;N02;ASTRA MOTOR MATARAM;H530;3089;7560;7701;7065;9234
44549;N01;ASTRA MOTOR DENPASAR;H540;8594;8024;2804;4530;7535
42611;G01;ASTRA MOTOR PALEMBANG;H600;9570;5077;1305;4486;6745
42999;N01;ASTRA MOTOR DENPASAR;H540;8573;1671;9815;6577;196
42317;K0Z;ASTRA MOTOR SEMARANG;H350;216;7183;1931;9987;75
44149;Q01;ASTRA MOTOR PONTIANAK;H720;66;6253;7555;235;282
43854;G01;ASTRA MOTOR PALEMBANG;H600;3816;8764;9059;3981;9228
42092;R5Z;ASTRA MOTOR SAMARINDA;H800;9997;4708;8252;5251;3562
43309;L01;ASTRA MOTOR YOGYAKARTA;H360;6197;5673;9635;725;2732
42768;G02;ASTRA MOTOR BENGKULU;H650;2242;387;849;6778;2230
44707;Q01;ASTRA MOTOR PONTIANAK;H720;2177;6638;9172;6982;578
42976;L01;ASTRA MOTOR YOGYAKARTA;H360;8801;2760;7676;6446;554
43653;R5Z;ASTRA MOTOR SAMARINDA;H800;6775;9263;2070;4426;6090
44415;N01;ASTRA MOTOR DENPASAR;H540;8425;4727;3807;2835;216
42350;N01;ASTRA MOTOR DENPASAR;H540;8526;5583;6375;9464;1174
42514;Q01;ASTRA MOTOR PONTIANAK;H720;5648;4059;7275;7512;6773
42485;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7760;4228;6648;4414;9632
42756;Z11;ASTRA MOTOR JAYAPURA;H790;3668;5036;2049;3881;5390
43119;Z11;ASTRA MOTOR JAYAPURA;H790;927;4128;1205;1855;8243
44272;L01;ASTRA MOTOR YOGYAKARTA;H360;5317;6081;3186;4267;7117
44537;Z11;ASTRA MOTOR JAYAPURA;H790;9651;2695;2972;785;7016
43730;R5Z;ASTRA MOTOR SAMARINDA;H800;8715;8575;821;8886;1595
42642;K0Z;ASTRA MOTOR SEMARANG;H350;3043;875;7612;6660;2134
44718;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7493;1967;1240;724;5105
42758;W01;ASTRA MOTOR MAKASSAR;H760;3667;6613;8238;5368;8724
42561;N02;ASTRA MOTOR MATARAM;H530;5967;153;6280;4492;325
43874;W01;ASTRA MOTOR MAKASSAR;H760;9602;7755;2650;1395;5281
42114;Q01;ASTRA MOTOR PONTIANAK;H720;7695;2862;1502;7612;108
42425;G01;ASTRA MOTOR PALEMBANG;H600;7513;4247;3956;1296;6489
43051;N01;ASTRA MOTOR DENPASAR;H540;898;7395;7964;6204;4971
44566;R5Z;ASTRA MOTOR SAMARINDA;H800;640;4398;6876;9537;860
44743;W01;ASTRA MOTOR MAKASSAR;H760;3674;1818;2013;3370;8995
43140;N01;ASTRA MOTOR DENPASAR;H540;8896;4423;8791;5809;8777
42667;R5Z;ASTRA MOTOR SAMARINDA;H800;2806;9242;7117;5293;2856
42778;Z11;ASTRA MOTOR JAYAPURA;H790;1282;1880;5775;1057;6383
44389;G01;ASTRA MOTOR PALEMBANG;H600;5090;8707;9502;5095;5356
43759;W01;ASTRA MOTOR MAKASSAR;H760;4679;1570;7908;742;7327
42382;G02;ASTRA MOTOR BENGKULU;H650;480;6962;2099;4945;7507
42475;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6154;679;5854;4938;3435
43226;K0Z;ASTRA MOTOR SEMARANG;H350;6164;6554;1790;2468;3432
43283;N01;ASTRA MOTOR DENPASAR;H540;5306;4721;5498;996;5250
43446;N01;ASTRA MOTOR DENPASAR;H540;6640;8313;6702;7159;2159
43424;K0Z;ASTRA MOTOR SEMARANG;H350;1693;7881;8622;4106;6066
43184;Z11;ASTRA MOTOR JAYAPURA;H790;520;4233;3653;8484;5209
42901;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9099;7784;3212;7809;4726
45194;Z11;ASTRA MOTOR JAYAPURA;H790;7339;8714;5074;9850;9184
